,text,Aspect,Sentiment,Emotion,sales,earnings,op_costs,products_services,organic_expansion,acquisitions,competition,op_risks,debt,not_applicable,NIL,Negative,Neutral,Positive,Confident,Dodgy,NIL,Uncertain
162,"It's really like an airline management where you fly from one destination to another destination, which seats you for use, and that's exactly what we are doing with our teams",9-not_applicable,1-Neutral,2-NIL,0.013639948,0.01377787,0.010697632,0.050912302,0.015722768,0.00041057714,0.012162444,0.010316959,0.0017969576,0.47861528,0.39194712,0.015538295,0.8806684,0.10379318,0.17324312,0.0074892747,0.7540819,0.065185644
163,"I think, in the portfolio management, the team is impressive",10-NIL,1-Neutral,3-Uncertain,0.019379249,0.023593295,0.013431675,0.02265594,0.023942579,0.00044436517,0.012828303,0.012632462,0.0025665155,0.36446977,0.5040559,0.0035121164,0.8789394,0.11754844,0.045160323,0.003359418,0.097530596,0.85394967
164,"It's really looking at every corridor, understanding the customer needs on FX side",10-NIL,1-Neutral,0-Confident,0.031701166,0.022197051,0.0153288925,0.08874476,0.033119723,0.00065958436,0.017600803,0.01498989,0.0027514521,0.3025109,0.4703958,0.0113803875,0.8459139,0.14270581,0.541072,0.0046236026,0.4157492,0.0385552
165,I believe there is room,9-not_applicable,1-Neutral,2-NIL,0.00022128236,0.00012280083,0.00012892818,0.0003597168,0.00015857938,0.00012192225,0.0002858425,0.00016087107,0.00010187869,0.98874646,0.009591694,0.00064501155,0.9950499,0.004305058,0.009639225,0.0004290261,0.98877746,0.0011543117
166,"We can be even better there, having the right balance between foreign exchange and fees, but our business model is built mostly on fee and less on FX",1-earnings,2-Positive,2-NIL,0.024880266,0.33390775,0.28787723,0.028933391,0.04030088,0.0031515134,0.016963266,0.03235587,0.0093477005,0.021869712,0.20041248,0.01828295,0.31746715,0.6642499,0.37020564,0.0024086833,0.6040785,0.023307214
167,"But there is, I believe, opportunity to see the customer need and go after that",10-NIL,1-Neutral,2-NIL,0.019670602,0.021899702,0.015104674,0.0504572,0.021620456,0.00043231176,0.014157668,0.014083049,0.002288825,0.35590294,0.48438263,0.005299694,0.8881554,0.10654496,0.40463996,0.00683061,0.53067154,0.057857975
168,That keeps the – the mix also keeps the flexibility as to keeping the pricing stable,10-NIL,2-Positive,2-NIL,0.033133235,0.08882659,0.0643292,0.25664908,0.03046787,0.0019183138,0.023521073,0.020938449,0.003246507,0.14913276,0.3278368,0.017911179,0.23329909,0.7487898,0.1440236,0.00323919,0.8304031,0.022334164
169,"And as I mentioned earlier, our prices are higher than the competition, but the market and the customer feel comfortable with the prices",10-NIL,1-Neutral,3-Uncertain,0.023419455,0.08216964,0.13156465,0.030702814,0.026352968,0.0011150187,0.02471973,0.02780999,0.0047836388,0.16943692,0.47792524,0.025094224,0.8944111,0.08049466,0.033866845,0.0032080554,0.096409686,0.86651546
170,And the 2% constant currency growth is definitely something that are also transaction growth reflects that,0-sales,2-Positive,0-Confident,0.96477014,0.018201679,0.00063275814,0.0041418886,0.0070953663,0.0008235118,0.0014266375,0.0005198983,0.00037041144,0.0007809493,0.0012366946,0.01928131,0.01545243,0.9652663,0.96639264,0.0008860124,0.030197797,0.002523569
171,"Yeah, our cash balance was higher at the end of the first quarter than we've had for some time",1-earnings,1-Neutral,2-NIL,0.018273672,0.8616634,0.041072175,0.0053832266,0.008566551,0.00088574376,0.0048502716,0.0059586316,0.0027138095,0.0077898866,0.04284266,0.038197055,0.84159064,0.12021224,0.2889253,0.0031383713,0.679266,0.028670324
172,"It was higher than the end of the year, because we did raise some debt in the first quarter",1-earnings,1-Neutral,2-NIL,0.07819601,0.4412539,0.086173,0.005442256,0.21072306,0.0037655833,0.013712211,0.019591637,0.015374755,0.007634577,0.11813305,0.030425515,0.7249872,0.24458732,0.18565485,0.0028525935,0.7888938,0.022598747
173,We also issued some term debt as well as some commercial paper,10-NIL,1-Neutral,2-NIL,0.03398665,0.15393038,0.063718826,0.06653824,0.07370036,0.0030384962,0.018091138,0.02883399,0.009532341,0.11862554,0.43000397,0.0033875986,0.9822499,0.014362468,0.1455688,0.000846399,0.8482941,0.005290751
174,And that's in anticipation of making these final payments for the legal settlements,10-NIL,1-Neutral,2-NIL,0.016268898,0.20393729,0.09616392,0.083059564,0.06551344,0.0032067208,0.020127751,0.025861887,0.0068357894,0.09724792,0.38177678,0.0118032815,0.9397639,0.048432782,0.23578312,0.003660407,0.73611563,0.02444086
175,So that's why you see a higher level of cash,9-not_applicable,1-Neutral,2-NIL,0.019397758,0.02144964,0.007857656,0.14171183,0.009131302,0.00058381754,0.008271778,0.0054558734,0.0009380368,0.53855115,0.24665123,0.0011033743,0.99348974,0.0054069366,0.098445535,0.002423125,0.8801748,0.018956592
176,"By the end of the year, we should be at a lower level of cash",10-NIL,1-Neutral,2-NIL,0.04737406,0.23160738,0.054929156,0.025600802,0.048045713,0.00074173755,0.014883882,0.017847318,0.0043648668,0.09640942,0.45819557,0.012040168,0.94383585,0.04412406,0.117347665,0.0026068056,0.8641987,0.015846778
177,We currently have about half of the cash at the end of the first quarter U.S,1-earnings,1-Neutral,2-NIL,0.06828266,0.5347183,0.049115803,0.051777996,0.025053728,0.0011973511,0.011711826,0.008794496,0.0028206857,0.07024266,0.17628466,0.015512544,0.93004596,0.054441586,0.22971542,0.0038043535,0.7310844,0.035395816
178,"-based, and the rest of it's abroad",9-not_applicable,1-Neutral,2-NIL,0.0030345367,0.003401216,0.0017242499,0.016120693,0.0020832717,0.00024016392,0.0021615166,0.0013876052,0.0003331628,0.8651618,0.10435191,0.0010014874,0.99402136,0.0049771382,0.020375174,0.0003689042,0.9780016,0.0012543132
179,"On an ongoing basis, we generate about 75% or so of our cash flow outside the U.S",1-earnings,1-Neutral,0-Confident,0.16018783,0.79995054,0.008607651,0.0047258404,0.007666481,0.0010725575,0.0034839066,0.0019451935,0.0012700619,0.0025189018,0.008571022,0.027889969,0.73704505,0.23506498,0.7192546,0.0028764023,0.25547537,0.022393659
180,And that includes any repatriation that we may do back to the U.S,10-NIL,1-Neutral,2-NIL,0.01788048,0.046144385,0.019897455,0.05983551,0.026611203,0.00068868697,0.011797531,0.012742928,0.0025003287,0.30766657,0.49423486,0.008728611,0.9563978,0.03487365,0.38198853,0.0064599235,0.56458706,0.046964575
181,", normal repatriation",9-not_applicable,1-Neutral,2-NIL,0.00040959407,0.00031347183,0.00018389139,0.0011687104,0.00022520768,0.00016809834,0.0003277784,0.00016328147,0.00010063653,0.98789215,0.009047365,0.0006933795,0.99536526,0.003941353,0.034879163,0.0003847018,0.96237755,0.0023585919
182,"So, if we were to get comprehensive tax reform, that could potentially alleviate any future issues of repatriation of foreign profit, which should be a good thing for us",1-earnings,2-Positive,0-Confident,0.0026328375,0.8576642,0.10125943,0.006472273,0.0031640623,0.003979258,0.0042179893,0.0056747072,0.005085305,0.0013894484,0.008460447,0.011964164,0.12758115,0.8604547,0.736904,0.0027596003,0.23035643,0.029979914
183,"I mean, we're excited about the Facebook announcement and the potential there",10-NIL,1-Neutral,2-NIL,0.024014205,0.023079328,0.016372299,0.02527849,0.025349092,0.00041357157,0.014305241,0.016073922,0.0030415435,0.34246668,0.50960565,0.008958817,0.6397751,0.35126618,0.32672498,0.0056226887,0.61271423,0.05493807
184,It's a great product,3-products_services,2-Positive,2-NIL,0.016403768,0.01248437,0.0032366784,0.9151404,0.0066201254,0.0012749671,0.0040306323,0.0021855594,0.000525226,0.026065366,0.012032872,0.0048491945,0.34059712,0.65455365,0.4159955,0.00069511175,0.5781946,0.0051147365
185,"Our customers really don't have to leave the messenger environment to do a transaction, but for us it's just another channel to allow customers to do a transaction with us, right",3-products_services,1-Neutral,2-NIL,0.048525583,0.031799264,0.011979613,0.38856256,0.02630438,0.0009988023,0.016508833,0.009898045,0.0017798599,0.19716823,0.26647487,0.013991829,0.9316836,0.054324646,0.11526102,0.005340308,0.8337694,0.045629248
186,"Whether it's Viber or WeChat or Facebook, we just want to provide as many avenues as possible for customers to be able to do a transaction with us",10-NIL,1-Neutral,2-NIL,0.033180393,0.02418132,0.012814659,0.22199522,0.02990787,0.0008675112,0.016469719,0.011930153,0.0021732287,0.27597883,0.370501,0.009237836,0.9089493,0.08181289,0.09962043,0.004879775,0.82949406,0.06600572
187,"On Facebook specifically, whether they come through Facebook or whether they come to us directly on wu",9-not_applicable,1-Neutral,2-NIL,0.018523885,0.017863821,0.007075755,0.089994244,0.0108056,0.00036963553,0.0087628765,0.005438916,0.0010918131,0.5744336,0.26563987,0.0032425174,0.98514265,0.011614848,0.07764594,0.0034156835,0.8835507,0.035387743
188,"com, we're really indifferent because the economics of that transaction are about the same for us",10-NIL,1-Neutral,2-NIL,0.012692493,0.07131189,0.051134646,0.03125049,0.026603106,0.0007459695,0.018462231,0.024778714,0.0038739585,0.17582035,0.58332616,0.055093423,0.7652452,0.17966141,0.090116814,0.0036536888,0.8692055,0.037024017
189,"So, we'll see – it's early stages, but we'll see how that kind of transpires",10-NIL,1-Neutral,0-Confident,0.018893382,0.02561683,0.0128742615,0.07060904,0.01917834,0.0004466799,0.013089328,0.010741573,0.0017723081,0.36704794,0.45973027,0.011474025,0.9505628,0.037963197,0.5955138,0.011262126,0.2979551,0.09526891
190,Yeah,9-not_applicable,1-Neutral,2-NIL,0.00022382328,0.00013538152,0.00014982838,0.000356507,0.00015830903,0.0001268145,0.00027686343,0.00015775427,0.00010962014,0.99068695,0.007618233,0.00047970528,0.99493706,0.004583115,0.008772076,0.00057655165,0.989186,0.0014653425
191,We've raised the debt in the first quarter to make the payments in the second quarter – first and second quarter,1-earnings,1-Neutral,2-NIL,0.018731995,0.3419462,0.17232634,0.0051599257,0.18372713,0.0045806793,0.015870746,0.033787895,0.025421016,0.012498351,0.18594977,0.02247972,0.8864753,0.091044866,0.24649408,0.0032535777,0.7224724,0.027779872
192,"So, that's why you see an elevated level of debt",1-earnings,1-Neutral,2-NIL,0.028556734,0.5128022,0.22882374,0.005662642,0.08045681,0.014342842,0.014869085,0.023360161,0.03755432,0.0040374077,0.049534045,0.008217687,0.91176546,0.08001685,0.47237128,0.0034434947,0.4880264,0.036158834
193,"The only other piece that we have there is, we have a refinancing to do of another $500 million maturity at the end of this year",10-NIL,1-Neutral,0-Confident,0.028930731,0.047890928,0.025103252,0.07097063,0.046593785,0.0007176006,0.018015046,0.016822947,0.0030008308,0.1988962,0.54305804,0.034282554,0.8005775,0.16513999,0.68929386,0.004503363,0.27545902,0.030743776
194,"So, we will likely pre-finance that before the December maturity",10-NIL,1-Neutral,2-NIL,0.030065797,0.13797858,0.04924949,0.06199321,0.115129516,0.0017972884,0.017251564,0.021329615,0.0055093933,0.092658274,0.46703735,0.0070432103,0.9300479,0.06290881,0.3039387,0.002198314,0.6707162,0.023146743
195,So you'll see potentially some higher levels of debt,1-earnings,1-Neutral,2-NIL,0.02198783,0.4414203,0.26190534,0.004614857,0.10345813,0.008838894,0.01682405,0.029415485,0.030841975,0.0061333166,0.07455995,0.0014167632,0.990725,0.007858317,0.07390524,0.0008309331,0.9162035,0.0090603465
196,"But by the end of the year, we should be at about where we were for the first quarter, assuming nothing else changes",10-NIL,1-Neutral,2-NIL,0.052068472,0.065759465,0.021829834,0.031435248,0.038491283,0.00044354133,0.01572563,0.014239796,0.002697971,0.22847606,0.5288326,0.029128425,0.9257145,0.045157097,0.16968687,0.0055316575,0.7729728,0.05180862
197,"Well, last year, we spent – we are at 3.6% of revenues in the first quarter",0-sales,2-Positive,2-NIL,0.953579,0.030406946,0.00091494125,0.004620418,0.004352626,0.0005905536,0.0016855241,0.00055752887,0.0003296348,0.0012653149,0.0016973253,0.018134588,0.27875495,0.70311046,0.1337381,0.0028449155,0.83395964,0.029457388
198,"And in the first quarter this year, we're at 3.7%",10-NIL,1-Neutral,2-NIL,0.08158243,0.07294219,0.014481112,0.040724825,0.024044773,0.0005041046,0.013404733,0.009813336,0.0019038965,0.2924346,0.44816393,0.0017388075,0.98744315,0.0108179655,0.17930521,0.002712944,0.79518324,0.022798583
199,So it's not a dramatic difference,9-not_applicable,1-Neutral,2-NIL,0.00040190388,0.00031974318,0.00025075948,0.0013669443,0.00025189653,0.00023994727,0.00044809908,0.00025301342,0.00012518445,0.980911,0.015431403,0.0008168362,0.994476,0.0047071194,0.008907721,0.00039280186,0.9893547,0.0013447512
200,"And for the full year, I would expect this to be at the higher end of our 3.5% to 4% range",10-NIL,1-Neutral,2-NIL,0.050974958,0.080643766,0.024923623,0.053082105,0.04373447,0.0006173914,0.016586185,0.014877373,0.0027427073,0.1828005,0.5290169,0.011577825,0.94732594,0.04109631,0.21300888,0.00523963,0.7417081,0.040043395
201,"And in the last couple of years, we've been closer to 3.5%",10-NIL,1-Neutral,2-NIL,0.030624632,0.0350658,0.014756639,0.026307253,0.017995382,0.0003964147,0.011613552,0.011912453,0.002116566,0.36206445,0.48714688,0.0032713546,0.98361164,0.013117092,0.12308086,0.0041277357,0.8427333,0.030058097
202,"I would expect to be at a more full run rate, but we're going to keep looking for more opportunities there",10-NIL,1-Neutral,2-NIL,0.04026057,0.044388305,0.022224532,0.03157131,0.0456059,0.0004653036,0.016716212,0.017105708,0.003334125,0.21668993,0.5616381,0.030816045,0.6127835,0.35640043,0.4283796,0.0067860787,0.50622743,0.0586069
203,"So, right now, we plan for about $20 million this year, and then incrementally $25 million next year, but we're going to keep looking for more opportunities for savings",10-NIL,2-Positive,0-Confident,0.09952941,0.1706965,0.042970367,0.019424118,0.19019185,0.0010511959,0.020129964,0.021021813,0.0073830355,0.052876655,0.37472504,0.014446754,0.27506116,0.7104921,0.59030193,0.004772696,0.3580017,0.046923783
204,Sure,9-not_applicable,1-Neutral,2-NIL,0.00020058197,0.00013479414,0.00015629802,0.00036027518,0.00014905802,0.00012491578,0.00028044736,0.00016238805,0.0001096798,0.9904315,0.007890186,0.00051780365,0.9933913,0.0060908385,0.008986394,0.0005609949,0.9889768,0.0014758697
205,"I think, it has been obviously a great growth rate, and we believe that we are absolutely growing faster than the competition, and the team is executing very well",0-sales,2-Positive,3-Uncertain,0.95745337,0.02249047,0.00073807285,0.004710757,0.008830888,0.0010059746,0.0016313022,0.0006291834,0.00046537266,0.0007329206,0.0013116384,0.007689381,0.1508157,0.8414949,0.093052335,0.0033834854,0.061150856,0.84241337
206,"Don't forget, I mean, I said we are – just launched 40 countries, it's only 40 countries to send money to 200 countries",10-NIL,1-Neutral,2-NIL,0.031665813,0.0254713,0.014742593,0.028968582,0.026337616,0.00041562953,0.015875285,0.013972564,0.0027500847,0.35667664,0.48312396,0.013258999,0.9430186,0.04372239,0.24126218,0.010399249,0.6640652,0.0842734
207,"And the new countries will generate until they come really on a revenue generating mode, it will even be better, and then we want to be in 200 countries to send 200 countries, like our agent network",0-sales,2-Positive,2-NIL,0.95390224,0.023554353,0.0009785168,0.007502986,0.0063123987,0.00065096054,0.0020373252,0.00072038727,0.00037642097,0.0013798918,0.0025844858,0.014254751,0.39682314,0.58892214,0.2329908,0.007883802,0.6725673,0.08655806
208,And so that's something the team is focused,9-not_applicable,1-Neutral,2-NIL,0.0036507847,0.004694004,0.0032689539,0.0062473505,0.003409222,0.00018059464,0.003561392,0.0031516906,0.0007159576,0.7739935,0.19712672,0.00072308705,0.99525946,0.00401738,0.0110254735,0.00031735908,0.9876123,0.0010449255
209,That's something that we are extremely optimistic that our digital expansion will continue,0-sales,2-Positive,0-Confident,0.43592644,0.04427232,0.011689701,0.022794766,0.18155332,0.0015003203,0.015848218,0.012338036,0.0051017143,0.057259466,0.21171586,0.008604395,0.10713879,0.8842568,0.5461105,0.0038713047,0.41544834,0.03456981
210,"And combining digital with retail, it's the secret sauce, different customer use cases",3-products_services,1-Neutral,0-Confident,0.026948417,0.016912581,0.0052102064,0.79467916,0.011497566,0.0010554508,0.0075922883,0.0038723806,0.00076717016,0.0820992,0.049365543,0.021700244,0.8773666,0.10093315,0.7891031,0.006997909,0.1695813,0.034317665
211,"So, I'm quite optimistic, and the teams are also optimistic on that",10-NIL,2-Positive,2-NIL,0.022700889,0.030787062,0.018363008,0.015169122,0.024103174,0.0003255423,0.014432633,0.016084896,0.003190003,0.3554216,0.499422,0.00972038,0.2633206,0.726959,0.46603328,0.0051707537,0.48251572,0.04628021
212,Still 80% of the customers didn't use the recent – retail money transferred for the last,3-products_services,1-Neutral,2-NIL,0.2589595,0.1100168,0.014062355,0.34592748,0.023204755,0.0014786733,0.014855477,0.007686005,0.0016019704,0.08666588,0.1355411,0.14903736,0.7937315,0.057231106,0.11836995,0.003887679,0.85278094,0.02496143
