,author,content,game_id,inserted_at,post_no
4269,Titus,"@Tammy -984 - Comparing Gin to Ari.

First things first, I thought you were referencing a post you made. I had no clue, so I said so. Then you accuse me of being hostile and deflecting when I say that. The why couldn't I just say so is frankly annoying. I would respond with quotes but too many.

Second, the gin post is not requiring me to be crazy to be town. He was townreading the self awareness. Ari's post implying that I get knocked down for making sense is a problem. Not the fact that Gin acknowledged historical accuracy.

@986 - I cannot really go into more detail which is why I am not saying omg obvscum. I am not eased by you two vouching for each other so heavily, but I am aware of your relationship and you do know each other quite well. Implosion doesn't fit that bill, so I am focused there.",71697,2017-05-04 19:35:00,1015
4270,Titus,"

Do you see anything off in the early interactions between nacho and implosion?",71697,2017-05-04 19:37:00,1016
4271,Nachomamma8,"
I find it disingenuous that you're pretending that there's just no way that I can have a townread on Alisae even though I strongly disagreed with his case because I saw a lack of scum motivation in his posting when ""it doesn't have scum motivation"" is the same reason you thought that my attack on Frogger was off. I explained before (and I'm not sure what you disagreed with as far as my explanation goes), but I don't think it makes sense for Alisae to go full rambo on Frogger then drop Frogger and go full rambo on Boonskiies in such a short amount of time; as scum, he's risking making a number of enemies and alienating himself from townies for basically no reason - I also think that Frogger's point about emotional attachment to pushes is a good one; from my experience with him, Alisae as town early can get a bit overzealous in pushes and overextend himself in some of his pushes but when I'm seen him as town he's usually a hell of a lot more reasonable about it.


This is not a valid argument - I'm playing a game where I'm supposed to psychic out whether other people's role PMs are green or red - there's always a very large chance I'm wrong at any given moment but that doesn't mean that it's not worth it to pursue my suspicions anyways. 


I've very recently put my thoughts into a ""state of the game"" post - I'm not posting another one until I have reads on Prism, you, Aristophanes, Hikari Link, and Frogger that are a little more substantive.",71697,2017-05-04 19:50:00,1017
4272,Nachomamma8,"
Titus, why didn't you respond to this post?",71697,2017-05-04 19:52:00,1018
4273,Tammy,"

Other people have leaning town reads on Nacho, but I'm pretty sure I'm the only one saying he's the towniest thing that ever walked the earth this game.  I expect people to take my read into account, yes, but why does people town reading him make you feel concerned?",71697,2017-05-04 20:14:00,1019
4274,Tammy,"


Never called you hostile or even implied it.

I did say that your response made me think you were deflecting because you didn't answer my question.  Which you didn't, you didn't say you had no clue, you said:  ""You did?""  That does not tell me you thought it was a post i made.  It doesn't tell me you didn't understand what I said.  When i say why didn't you have a similar reaction to someone else and you answer ""You did?"" That reads to me like you are asking me if I had a similar reaction and are turning the question back on me.

I'm completely fine if you didn't understand. It makes sense that you didn't understand what I was referring to.  I was in catch up mode and was asking a question based on posts that were quite close to each other in my catch up, so I asked a question based on where I was.  That part of the miscommunication was all me.  But you didn't say you didn't understand, if you don't understand a question I have, just tell me that and I can rephrase or quote what I'm referring to.

But both of the posts reference you being moonlogicy or crazy as town.  Gin even said that you go kinda weird logic and then get ignored.  Aristophanes' comment felt like a joke or maybe a comment about a common thing that people have said many times in many games.  Like in Gay Mafia Desperado literally said that if you make sense you're scum whereas if you're making no sense you're town.

I thought if you really felt like Aristophanes making that throwaway comment was discrediting you that you'd feel similarly about Gin making a comment that references your craziness.",71697,2017-05-04 20:21:00,1020
4275,Tammy,"

Why can't you go into more detail?",71697,2017-05-04 20:22:00,1021
4276,Nachomamma8,"Keyser, I am a sucker for people who suspect me when I'm being townread and your position on me is no exception - there are plenty of games where I'm sort of phoning it in early game and I feel like I might get mislynched and this doesn't really feel like the case here. That's mitigated somewhat by your reasoning. Your position on my early Frogger reads seems a bit unbelievable to me, for example; if I am scum and making a push on a townie who is gambitting, I know that he's not getting mislynched because eventually the gambit will break and my push will be invalidated - thus it doesn't seem incredibly opportunistic to push him unless I really believe he's having a really off game (in which case the narrative where I'm town who thinks he might be scum makes a lot of sense to me). I also don't really understand why you're pushing back as hard against my Alisae townread as you are but not giving Frogger's a sidelong glance; I understand that's probably because Frogger's demonstrated a lot more doubt than I have, but I would think that someone who was scumreading Alisae but later started townreading him would factor into your overall read but it just didn't. 

The big concern I have for your catchup posts is the concern Alisae and Tammy have already expressed; it feels like you decided what reads you'd have before you started catching up. It might be because of format and I might have missed something, but every comment you've made on Me/Gin/Alisae (with the exception of a single Alisae point) has been negative and every comment you've made on everyone else, and that seems unnatural to me. I think that it's natural to doubt yourself and doubt your reads in a game of this nature, and while it's completely possible that you're just a bit confbiased as town I can see a very clear picture where you as scum form three main scumreads because that's how many scum you're looking for and then making a narrative from there.

I do appreciate you catching up as quickly as you did, know that it couldn't have been easy and if there's anything you're looking for from me in particular let me know.",71697,2017-05-04 20:24:00,1022
4277,Tammy,"

Nacho do you think this would be a little too cheeky coming from Aristophanes scum?",71697,2017-05-04 20:52:00,1023
4278,Nachomamma8,"
probably yes

i think i'll probably briefly look into his recent scumgames before doing anything else because i was getting paranoia vibes on clearing him based on banter but at a minimum this is a light year and a half away from questionable content and he probably wouldn't swing into this confident so quickly?",71697,2017-05-04 20:57:00,1024
4279,Titus,"

Because I don't know what triggers the feeling.",71697,2017-05-04 22:07:00,1025
4280,Hikari Link,"I'm awake. I'm back at it as soon as I've eaten something. Couple things first.


What parts of implosion's read do not make sense to you?

What about Nacho/Tammy/implosion's interactions don't make sense? Is it based on your experience with them or is it something more?

Same question for Alisae/Aristophanes.

Can you clarify these things further based on your current perspective though? I can't understand the reasons for your perspective if you don't explain them. Even if you feel you've explained them in the past, could you please reiterate them? I want to know if anything has changed. There's a couple things from you that bothered me so far and I want to see if any of them have changed.


This question is still relevant to my interests (this is not a soft claim, FYI).",71697,2017-05-04 22:18:00,1026
4281,Aristophanes,"I mean, those were quick tjouvhts as i read up a bit and I totally see how they could look fake. They're me making an observation while reminding myself to be careful since you both have played me before! That's all 

I'm on my way home from work and am gonna make some late day coffee to catch up with this!

I've gotten to about page 10 due to modding commitments, but they've eased off now! ",71697,2017-05-04 23:43:00,1027
4282,Hikari Link,"Again, I'm so sorry that this is taking so long. I'm really not trying to make excuses. Something unexpectedly important came up that I felt I needed to deal with, but I'm now 100% committed to catching up to this game. I'm currently at the beginning Fro66er's big wall.",71697,2017-05-05 01:03:00,1028
4283,implosion,"Confirming the neighborhood is just me and gin.

I was going to ask Keyser if anything in Alisae's play so far struck him as noteworthily town-indicative but tammy already did 
I'm trying to read keyser off of his read of alisae. It might have been what tammy was going for with her line of questioning but it seemed like keyser had a rather massive laundry list of reasons to see alisae's play as scum that were mostly not really considered in both directions, and a lot of which were somewhat stretching (like accusing alisae of misrepping boon for accusing boon of white-knighting, which isn't really a misrep, more just a straight accusation). I haven't read keyser's catchup posts closely, but it was reminiscent of either confbiasing town or scum who doesn't have any incentive to look deeply into things, and so i want to figure out if he is confbiasing. Most of the time when I have early scumreads they still do things that make me question my read sometimes, with a few exceptions.

A lot of the points keyser made have a theme that alisae is generally twisting/misrepresenting/otherwise distorting peoples' play, but i don't think i see scum motivation there, i think i just see alisae being aggressive in a bunch of directions and seeing what falls out.",71697,2017-05-05 01:21:00,1029
4284,Boonskiies,"Catching up.

Starting at Page 32. This may be weird to follow, as I'm going to read and comment while I read.

Spoiler:  Keyser posted that he thought Firebringer was town for Wifom Fueled reasoning? And OTT (over the top?) refusal to solve the game? Why is that a town read to you? Like, that's just saying a a bird can fly just because it's a bird. Hello? PENGUINS!!!!

@Alisae - Nacho didn't state anything on me that was completely profound or anything. You read the exact same posts he town read me for. You let up just because Nacho town read me? Completely throwing out the idea that Nacho and I could have drawn scum together? (would be a pretty awesome team!!!) Yes, you claimed why you left Frog, but that fact alone should have been the reason you saw me differently, not because Nacho stated explained why he town read me. Kind of looks like you were just trying to get on his good side.

So far, I actually like Gin's posts, specifically towards Rb. I saw you all weren't liking him on a later page, so maybe I'll get to that and change. I liked 805 from Gin, and it seemed like he was legitimately frustrated/confused. 

Meh, I don't really like when people go ""Explain the scum read on me!"". I feel like scum if they get caught want it to be for actual reasons rather than just town flailing all over the place and happen to land on scum. I usually engage with the person and see if they trip up on their read on me when I want them to explain it. I kind of am starting to see why people think Gin could be scum. I'm indifferent so far.

Gin posts he thinks that the vote was opportunistic, but I don't really see Rb's vote as that. I can't tell if I scum read or town read Rb's posts in this situation. ugh. I can see it coming from both sides, but I guess that's just Rb. Lol at Gin and the god complex post. He seems actually frustrated, but I don't think that's AI. Town or Scum I think would feel this way if Rb was doing what he's doing to them.

Firebringer went in during that little bit and stated he thought Gin was town. Why? I'm incredibly indifferent with Gin thus far in the game. Explain?
Also, I posted back then asking Firebringer if he thought Alisae and I were Scum vs Scum, which is laughable to me, especially considering he voted Alisae with me. And then he doesn't acknowledge the first part of my post that he quotes, so I have to ask him again. I'm not liking Firebringer so far. Alisae had even voted Implosion for a while too. That proposed scum team of his was just way out left field. It seemed really fabricated to me.

Rb votes Alisae calling it an extreme game changing vote? You were voting Alisae earlier...and why did the Gin read just drop away?

@Titus - Why can you see Alisae/Implosion? I feel like she was rallying pretty hard to get people to vote Implosion. It even got pretty decently sized, I though. I'll have to go back and check, and see how Alisae got off that wagon. 

Man, I really don't like anything Alisae does. Asked Titus about her read on him, when Titus had just said he could see Alisae/Implosion as a scum team. I don't know, guys...I see it as as scum trying to find out what everyone's read on them is so they can try and manipulate the game to their liking. 

DAHELL!?!? now she votes Keyser? 

Although, I will say that Frogger is different than I have seen him before. 

I like Implosion's post about Gin. It seems genuine, and I feel like I might think similar in his position. I don't get the Aristo votes really. I feel like Aristo was just making catch up posts before she went ahead reading the thread. This is a little hard of a game to keep up with. Seems a little opportunistic to me. 

Rb hasn't really given reasons for any of his votes, has he? Implosion is town reading him for his posts?!?!? What?! Implosion, you scum read Aristo yet you were null on Keyser, Froggy, and Titus...?

Oh, Rb replaced out. -.-

HEY HEY HEY. I like dat Keyser post. He sees where I'm coming from.  I'll be weary of you pocketing me; we've played enough together where I feel you might be able to abuse and potentially pocket me. Hmm, I don't know if I agree with how you posted towards Gin. I generally was okay with how his reads list were. He explained it to a sense, and his ""people i don't give a shit about/people i give a shit about"" was just another way of him showing how he was forming his town/scum reads. 

@Prism - Alright, opposite of Rb's playing. We'll see if you can live up to that, yeah?

Mm, I like Keyser's 938 besides the him saying he doesn't see Frogger scum, then putting him near the bottom of what seems to be his null reads. That doesn't necessarily add up to me. Firebringer said that it's a bad list?! I like that list!!! I don't agree with some of the reads, but it doesn't make it a bad list. (I may be biased, though. I'm in the top section. Told you guys I need to remember to be weary about being pocketed.)

On Keyser to Gin, I don't necessarily see anything wrong with tone reading here on Day 1. I generally feel like Day 1's are going to be all over the place anyways.

Man, I really like that Keyser is pointing out all the things about Alisae that I felt. Okay, I'm going to do it....I'm putting Keyser as a town read. Keyser's posts actually make want to lean town on Gin, though, but I like the posts on Alisae! Even though I kind of already posted those things on Alisae.

Haha at Hikari. Keyser's the hare, and Hikari's the turtle. Slow and steady wins the race! Keep up that pace, then laugh in their face! Spray any oncoming attacks with mace, and don't trip over your shoe lace!

Man, Alisae, don't call us classic TvT...ugh. 

Nacho, help me with this, do you still find Alisae obviously town?

I don't see Alisae as scum with Nacho. I think i already stated that I think it's more likely that Alisae is trying to get on good terms with Nacho.

i agree with you Titus; the nacho/implosion/tammy thing is weird, but I'm generally not scum reading any of them, bar a few weird things that Implosion has done. I actually think Tammy is one of the town reads I'm more confident about. 

I'm not going to read those games linked by Alisae...I'm catching up with these posts, and I'm just not about looking through those right now...maybe later.

Oo...I like Titus talking about Alisae in regards to giving Aristo a break but jumping on the SNEEZY PEOPLE!!!

Aww, Hikari's cute. I just want to read him nursery rhymes constantly. He looked through Alisae's games.  So basically Alisae's defense with meta is that she does all those things as any alignment? -.-
@Hikari - Neighbors generally claim Day 1, I feel. Neighbors are always suspicious of each other...too much noise keeping them up at night.

Keyser's 982 seems pretty on point to me.

I like Tammy's thoughts about Rb. I was starting to go south with him too.
I don't understand ""how"" they are scum reading Nacho. If people had been saying more along the lines that Nacho was being too universally town read (actually, someone might have said that, but I forget) it would be a little more acceptable, as I generally get paranoid from people that are town read all over the place, but with the game state so far, I feel it's more likely scum is trying to get on Nacho's good side...*cough* Alisae*cough*

@Tammy - I think Titus is just having a hard time following how you guys interact each other/read each other. You guys know each other well, so things they do might seem more obvious to you than it does to others. I see it kind of like when you are close friends with someone to the point where they can legitimately embarrass you and you think they are super lame and uncool (but you still love them, of course) and then people on the outside say ""yeah, he's pretty cool."" and you go into complete shock. Does that make sense? I probably could have worded it better. 

@Nacho - why do you suspect people when they scum read you when you're being town read. I've been scum before and became the town leader and was being universally scum read. That's a reason I generally get some suspicion to people being town read. That being said, I don't like Keyser's push on you. 
Hmm, you are the 2nd person to state that it seems like Keyser's reads were setup before he came into the game.",71697,2017-05-05 01:22:00,1030
4285,Boonskiies,"I would like to state that I don't like that Firebringer is on Alisae with me, and I'm torn between the two.",71697,2017-05-05 01:24:00,1031
4286,implosion,"tammy you townread me by now, right?",71697,2017-05-05 01:28:00,1032
4287,Aristophanes,"I get it on the phone for some reason. Everyone from customers to coworkers to my own family have thought I was a girl on the phone before!

I even got called a sweet young lady and lauded for knowing so much about cars one time and I was like 
Spoiler:  
because he did this while hanging up the phone at the end of the call.  ",71697,2017-05-05 01:34:00,1033
4288,Aristophanes,"Also, Dodie is my catchup music today! =D

Spoiler:  


~ Omg <3 I listen to that song all the time. ~",71697,2017-05-05 01:35:00,1034
4289,implosion,"aristophanes i would quite love it if you could also clarify exactly what was going on with your reads so far, i.e. did you have any reads of any significant strength that you were trying to convey? because i and others have accused you of looking like you're mostly posturing.",71697,2017-05-05 01:39:00,1035
4290,Aristophanes,"Didn't I address this? I am working on reads and seeing how they develop. I made a couple early notes (mostly to myself) and I have not grown them since. I am seeing how people have interacted and making offhand remarks as I do as it helps me feel engaged in the game when I can have a quick laugh and relate to someone while doing more serious work behind the scenes. 

I'm really not sure how you see me as posturing right now. I said Titus looked good and so far I agree. I'm just wary when Titus looks good because she does that a lot better as scum. I said Alisae doing the caps thing made me wary because of This Game (And this string of posts in particular) where he used AtE and Caps really well as scum and tricked me into believing him hardcore 

I like the poking on Fro99er thus far, and he's been forgettable from what I have read so far. I need more to call this good or bad though!

I have thoughts, but they're limited atm. Call it posturing if you like. I don't much care.",71697,2017-05-05 01:51:00,1036
4291,Aristophanes,"Also, Happy Scumday Titus!!!!! <3


~ Hrmm.... is this a shitpost?

*checks shit-o-meter* 

*narrows eyes*

..

    ~",71697,2017-05-05 01:51:00,1037
4292,Aristophanes,"They were fucking boring bro! Try harder next time! XD

Though you have been notable unremarkable to this point...should I be worried?",71697,2017-05-05 01:55:00,1038
4293,Aristophanes,"
Mod Double standard!
nancy, you missed the LITERAL SHIT POSTING!! XD XD

Also, decided to skip on the coffee. Bourbon and Monster in Jaegerbomb cups is my motivation tonight!

I'm a grown-ass-man. What is wrong with me!?


~ *smites* ~",71697,2017-05-05 02:02:00,1039
4294,Aristophanes,"This interaction seems fine. What is wrong with it?

Shit...this is like, half my posts so far now :S

*Hugs nancy*
Please forgive me!!!
*Hugs nancy again*

I was literally just thinking this!!! Oh My God!!!
We're like, in sync? That's fantastic!
Though it occurs to me that both of them being unremarkable is why they are scumreads. Gin is also a bit off in an odd way, which helps with that. I can elaborate once I figure it out 

[I think this is long enough to post now, so I will!]


~ /me hugs! ~",71697,2017-05-05 02:10:00,1040
4295,Aristophanes,"What gives you the townread here yo? I'm not feeling it!

See, this is what fucking worries me about Alisae ATM!
Buuuut this doesn't fit the timing or reason for it in the Newbie, so....Iunno. Fucking just don't know!

rb and Boon rub me oddly. I don't know if I like it...

Switched to my Jupiter glass for the drinks because they actually taste great and I need to finish the energy drink before 12 because I fucking work in the morning!   
Why do I have an energy drink at 11:30!?!?!?

Spoiler: I love this song! ",71697,2017-05-05 02:25:00,1041
4296,Aristophanes,"I likes you again for this 
Them be scumz! Scums with Gin and rb!

Wait, isn't that the Counter-CircleJerk? Shit...

Also, that's something I never thought I'd say. I Scumread the Counter-CircleJerk.

Why the scumread on Titus? I don\t see it. Also, it comes right after this: So, uh....what? 

Stop saying my thoughts! People are gonna start thinking I'm sheeping or [fucking whatever that term is for when scum bolster a townread that isn't whoteknoghting because it's not at all applicable here]! Uggh, I'm not awake enough to think of it despite energy drinks...
Whatever. I like Nacho for town and he keeps stating my reads and it's fucking good but eerie! <3

How am I not at page 15 yet even!? Fuck!!

Spoiler: I also love this! You should all subscribe  ",71697,2017-05-05 02:39:00,1042
4297,Aristophanes,"Why am I the only one here!?


Spoiler: ~ They must all be asleep.. ~ ",71697,2017-05-05 02:39:00,1043
4298,TheRealGin-N-Tonic,"
I'm drinking a bad semester away",71697,2017-05-05 02:41:00,1044
4299,Aristophanes,"Cheers my friend!

My semester was also shit, it just ended already.

I'm sad you rolled scum! We could have had something great otherwise! <3",71697,2017-05-05 02:44:00,1045
4300,Hikari Link,"
Sorry to hear that, man. Bad semesters are the worst.",71697,2017-05-05 02:44:00,1046
4301,Aristophanes,"This doesn't sound like town sarcasm. But it doesn't sound like scum stating the real scumteam. I is torn, but Boon is def not a townread!

What gives you BoonTown?

  
Wrong typing had killed me a few times!

Hey! Listen!
Spoiler: Navi 

You need to post more content because other than you posting to aknowledge this fact I have seen nothing form you this game!

Like, the nullest of null!
And that No Es Bueno!

{Whoops, I broke the ""Speak in English"" rule...}
*hugs nancy again*



~ Te doy una golpea.. suave. ~",71697,2017-05-05 02:55:00,1047
4302,Hikari Link,"
Yes, I'm aware of that. Like you, I'm still catching up to the game. Unlike you though, I'm consolidating everything into one large post that will show how I read the game when everything is all said and done. I've done so much skipping around at this point that I can't give an accurate read of a specific section like you and Keyser can. So you let me do my thing and I'll let you do yours.

I fully acknowledge that my catchup post is going to give everyone a null read of me, since I could easily just retroactively sheep the town. But once I'm caught up, I plan to become an active and productive player, so I will be much easier to read.

In the meantime, I want to socialize with people where possible. Playing well isn't my only goal here though.  I'm genuinely hoping that I can make some friends in this game, since this seems like a group of cool people. In addition, I don't want to be perceived as a flake, because it hurts my chances of making friends, so I'm letting people know that I'm putting effort towards this game and I legitimately care. I feel it's especially important after earlier where I almost replaced out. And please, nobody read into this paragraph as indication of my alignment one way or the other. I want to be clear that these are my genuine feelings. I'm not great at expressing my inner feelings in subtle or nuanced ways, so I'm just speaking out.",71697,2017-05-05 03:10:00,1048
4303,Aristophanes,"Absolutely agree!

Literally me atm 

Is this a VC thing? I haven't looked. But he must be one or the other...
I should probably look and realize this is some sory of code and not a role comment, but I'll wait until I see a VC ingame I guess.

Spoiler:  Awkwardly defends a scumbuddy??
Cool! You make this so easy!

Spoiler: Not_Mafia should be here for this 

  
This shown me you're not reading. They Obviously townread eack other!
rb, Y U Scumz?

Actually, I like this a lot...
Fuck you for making a towny post! XD
I have to actually sort you now!

*Eats Popcorn*
{Actually, I wanna make some but it's after 12 and that would be rude to my housemates landlord who lives above me...}

Meh, Not into this at all.
Also, this is shit yo! 

Page 17 and I feel like I should be at page 30. God dammit!

Why is this so slow!?!?


Spoiler: ~ This? ~ ",71697,2017-05-05 03:16:00,1049
4304,Aristophanes,"<3
I like you! We should indeed be friends! I still feel like calling you out was kosher, but I totally respect making a wallpost! I used to do that too! 

I don't see you as a flake, I just wanted to poke you  

If I were a dick I'd say you have four...five seconds to answer, but I'm not , so I won't 
Spoiler:  ",71697,2017-05-05 03:22:00,1050
4305,Hikari Link,"Spoiler:  <3
I like you! We should indeed be friends! I still feel like calling you out was kosher, but I totally respect making a wallpost! I used to do that too! 

I don't see you as a flake, I just wanted to poke you  

If I were a dick I'd say you have four...five seconds to answer, but I'm not , so I won't 
Spoiler:  
Yay! I look forward to getting to know you.

Yeah, you had every right to call me out. Honestly, I feel like I might have come off a bit snippy there. I'm kind of frustrated because I feel like I'm going to be the last one caught up, even though I started trying to before you and Keyser. I'm gonna keep going at my own pace though. I've got to stay true to myself.

BTW, that's a really nice song. Anyway, back to it. Almost done with Fro99er's wall.


~ Removed Navi. ~",71697,2017-05-05 03:36:00,1051
4306,Aristophanes,"How I feel when people self-meta...
Spoiler: Guess what! It's a video! I bet you never would have guessed that!  
(Not that I've seen it, and I do it quite often tbh...but whgatevs. I'm posting songs TN do deal with it!)

I think I'm energetically drunk now!

Not really the first time, is it? LolDesperadoClaim
Like that's ever real   
You've been talking with RC haven't you!

As do I!

I've ht the *fuckit, let's skim* part of the catchu0 though, so Iunno how long I'll last now...

I'm so slow at this  ",71697,2017-05-05 03:36:00,1052
4307,Aristophanes,"Spoiler:  :)

You make me smile so Imma back off for now! catch up as you like  

We can start our own obvtown catchup group and show these guys how it's done!!!

Also, you'll prolly be caught up before me at this rate, so I wouldn't worry about it! I'm hella slow!


~ Removed Navi and embed. <3 ~",71697,2017-05-05 03:40:00,1053
4308,Hikari Link,"
I don't know, I did just spend 3 hours reading and analyzing a single post...

And just to let you know, I don't usually use emoticons, but that doesn't mean I'm not smiling too. I'm just kinda OCD about maintaining my writing abilities by sticking to strict spelling and grammar. And I don't know how emoticons should interact with words syntactically. Also, I never know when to use them. When I use them, they feel disingenuous. Not that I think other people are when they use them. I'm just so bad at being emotionally expressive.

Jesus fucking Christ... That was the most dorky paragraph I've ever said. I really am a socially awkward person in a lot of ways. I don't think I'm autistic, mind you. Just... odd?

Anyway, back to work.


~ Please be careful with stereotyping minorities. ~",71697,2017-05-05 03:49:00,1054
4309,Aristophanes,"  <3

I may use them too often, but use them as you like!"" I'm also usually really careful about my posts in how they are written grammatically, but I make exceptions when drinking, mobile posting, using emoticons...honestly all the time. I like to think I'm great at it but I'm not.
And believe it or not I'm very awkward myself! I just hide it well 

Uhh...this didn't have an explicit ingame purpose except interaction, which can lead to reads, so Imma call this a post with a purpose and hope nancy agrees 


~ I ain't no boogie monster!   

..or am I?   ~",71697,2017-05-05 03:57:00,1055
4310,Hikari Link,"
I'm very sorry if it seemed that way, it was definitely not my intent. I know autism is used as an insult on the internet and I didn't mean it in a disparaging way. I have nothing but respect for all people. I'm a Psych major (though developmental disorders aren't my field of expertise) and my understanding is that autism is typically characterized by difficulty with social interactivity. I was just saying that I, personally, I'm not on the autism spectrum (to my knowledge), I'm just an awkward person. Again, sorry if anyone felt offended.


Yeah, this post could be construed as unrelated too, so I'll just say that this was so people don't have a negative bias towards me because they think I am someone who is insensitive towards those with developmental disorders.


~ â™¥ ~",71697,2017-05-05 04:05:00,1056
4311,Aristophanes,I didn't take it that way at all and I don't think anyone will! Not to worry ,71697,2017-05-05 04:10:00,1057
4312,Aristophanes,"Okay, page 18 and I have to stop. Well, I may go to 20. But that's my max tn...

Why do prior stats have anything to do with this game??

#Relatable!
I may look like I'm not posting content, but it adds up to reads in the end 

When TF did he say the read on Fro99er disappeared?? That's not a thing!

Yep, stopping at the top of 20. Cannot process any more tn.",71697,2017-05-05 04:20:00,1058
4313,Titus,"

Hi. I'm actually on the spectrum. Aspergers. May I hope to change your opinion of people like us. ",71697,2017-05-05 04:26:00,1059
4314,Hikari Link,"Spoiler:  
Just want to make it clear that I don't have anything against people on the spectrum. I wasn't suggesting that all autistic people lack social skills or are odd. I know that it's possible for autistic people to be sociable, expressive people. I was just saying that I don't believe my lack of social skills is a result of autism or any other developmental disorder, but rather a result of either my innate temperament or the environment I was raised in. I was speaking about it from an entirely clinical perspective. Again, I'm very sorry if it sounded otherwise or if you or anybody else was offended.",71697,2017-05-05 05:08:00,1060
4315,Titus,"Spoiler:  

Not offended. Hell, anyone in this thread, knows how I get when offended. 

Let's get back to playing mafia. k?",71697,2017-05-05 05:12:00,1061
4316,TheRealGin-N-Tonic,"Ari town, anyone disagree scum claims

night",71697,2017-05-05 05:13:00,1062
4317,Hikari Link,"Spoiler:  
Yeah, I'm fine with that. How about you answer my questions in #1,026 then?",71697,2017-05-05 05:38:00,1063
4318,Titus,"


All of it. I don't really see Implosion and Nacho melding at all. Nacho and Tammy are basically circlejerking for each other. I'd be thrilled if they are town and we get a dual town game, but I'd like it if someone other than them saw it.

Alisae jumps down anything popular but with Ari, it's give him time. Hmmm...

Beyond that, I'm still sorting.",71697,2017-05-05 05:42:00,1064
4319,Hikari Link,"@Titus: What do you mean that you don't see Nacho and implosion melding? What do you make of Nacho's post where he breaks down his reads to me?

Also, can you reiterate who you read as scum and who you think is town? I know you're still sorting, but give me the best you've got, please.",71697,2017-05-05 05:53:00,1065
4320,Hikari Link,@Titus: He starts doing it here.,71697,2017-05-05 05:59:00,1066
4321,Titus,I'll answer this in the morning or early afternoon.,71697,2017-05-05 06:05:00,1067
4322,Prism,"Heads up that I'm on my phone so the citations for this post could use some work. These thoughts are also based off of my thoughts from reading ~14 hours ago so they might be slightly inaccurate-I've tried to signal where my memory is less confident. After typing it up and editing it a few times it's also a bit scattered, but I would say my point about Boonskies's reaction to Alisae is the most important part for people. My comments on Nacho are more for him. Unfortunately that's become par for the course and that needs to change.

I'm only up to the mid 20s right now but I'm having a lot of problems with Nacho so far. His read on Boonskies from that time is a major stretch. Boon's early vote on rb was the only thing I found town about him, and his reaction to the Alisae dayvig was really bad in my opinion. It was very transparently focused on saying ""Haha I'm town"" to Alisae for no apparent reason-why say ""Well I'm town so you're dead good job"" and leave it at that? It seems to me as though he'd make more of an attempt to get more of Alisae rather than simply fingerwag that they'll die because he (Boon) was town. Let Alisae's death be the one to say ""I told you so."" It reads as a major failure to a pretty transparent reaction test.

VOTE: Boonskies for now.

I believe there was more to it but townread came off really contrived and so did his read evolution on Gin. I have a lot more to say about reading Nacho and my current thoughts on him but a big subset of those are better saved for 15-20 pages down the line.

I don't know what I liked about Titus but I did. I also liked the look of Frogger push that happened early on. I use ""look"" because it appeared to require meta verification.

Aristo's comment that it was only 4/5 hours also threw me for a massive loop and I think provided much-needed context for why those first ~20ish pages were all over the place. Then again, as I said I'm really poor at reading for alignment with a replace in so maybe that's more me trying to shift blame from myself instead of just taking responsibility for my flaws.",71697,2017-05-05 06:19:00,1068
4323,Prism,"Also, it is likely I won't be able to post later today or Saturday. I will have very limited internet access and possibly none at all. A big part of why I'm settling for my inarticulate, scattered, and largely first kneejerk reactions there is because I knew that it is unlikely I can contribute again until Sunday, making it important to set a pace for myself to jump back into.

The most visceral impression I've had from what I've read, and what I want more input on from others, still comes from Boonskies's reaction to Alisae and I think that anyone town reading him should reconsider. Perhaps something has happened since but that reaction seemed plainly fake to me and I'm unable to empathize with the positive reception it got.",71697,2017-05-05 06:27:00,1069
4324,Nachomamma8,I see that this will probably be a game where we fight a lot - Boonskiies at this point is one of the only people I can look at and feel good about him being town about any reservations whatsoever - I think that hanging your read on his reaction to the Desperado fakeclaim is a mistake.,71697,2017-05-05 06:30:00,1070
4325,Nachomamma8,"
I also don't know if anyone's answered this yet but in my experience people claim neighbors early fairly often - I think in normal it's a modifier, which means it doesn't affect the role people have at all so there's minimal drawback to claiming it early. Mainly I think people just like claiming things though.",71697,2017-05-05 06:45:00,1071
4326,Nachomamma8,I also haven't read the past couple of pages beyond a quick skim - seeing a master Boonskiies wall is a pleasant surprise.,71697,2017-05-05 06:46:00,1072
4327,TheRealGin-N-Tonic,"i have a favor, if ya'll are gonna do your wallie wars talking mainly to each other, can you like spoiler it so I can get to the content that involves everyone else",71697,2017-05-05 06:48:00,1073
4328,Prism,Do I get it? Yes. Is this a good attitude to have? Not at all.,71697,2017-05-05 06:49:00,1074
4329,Hikari Link,"
How so?",71697,2017-05-05 06:51:00,1075
4330,Prism,I'm assuming you're looking for my alignment here and I don't know where it's to be found in that question. Nobody wants to fight and argue and consistently completely disagree with another town in a game that revolves around cooperation and consensus.,71697,2017-05-05 06:56:00,1076
4331,Prism,"I realized I left out ""trust"" as an important component of that but I don't think winning Nacho's trust is ever happening when I'm town and historically I've been pretty bad at townreading him within certain parameters as well.",71697,2017-05-05 07:02:00,1077
